"","P1","P2","P3","P4","P5","P6","P7","P8"
"298","Vanilla Meringue","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"299","Chocolate Eclair","Coffee Eclair","Vanilla Eclair","Apple Pie","Blueberry Tart","Cherry Tart","Bottled Water",NA
"300","Truffle Cake","Chocolate Tart","Raspberry Lemonade",NA,NA,NA,NA,NA
"301","Apple Tart","Apple Croissant",NA,NA,NA,NA,NA,NA
"302","Chocolate Eclair","Vanilla Eclair","Apple Tart","Chocolate Meringue","Apple Danish","Lemon Lemonade","Single Espresso",NA
"303","Casino Cake","Apple Pie","Tuile Cookie","Blueberry Danish","Orange Juice",NA,NA,NA
"304","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"305","Lemon Cake","Strawberry Cake","Chocolate Eclair","Apricot Tart","Almond Twist",NA,NA,NA
"306","Chocolate Cake","Blueberry Tart","Cherry Tart","Apricot Croissant",NA,NA,NA,NA
"307","Walnut Cookie","Apricot Danish","Bottled Water",NA,NA,NA,NA,NA
"308","Truffle Cake","Gongolais Cookie","Single Espresso",NA,NA,NA,NA,NA
"309","Berry Tart","Bottled Water","Chocolate Coffee",NA,NA,NA,NA,NA
"310","Strawberry Cake","Napoleon Cake","Apple Tart",NA,NA,NA,NA,NA
"311","Blackberry Tart","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"312","Almond Croissant",NA,NA,NA,NA,NA,NA,NA
"313","Chocolate Tart","Marzipan Cookie","Walnut Cookie","Almond Twist","Vanilla Frappuccino","Cherry Soda",NA,NA
"314","Opera Cake","Strawberry Cake","Napoleon Cake","Blackberry Tart","Single Espresso",NA,NA,NA
"315","Lemon Cake","Opera Cake",NA,NA,NA,NA,NA,NA
"316","Lemon Cake","Vanilla Eclair","Berry Tart","Vanilla Meringue","Vanilla Frappuccino",NA,NA,NA
"317","Vanilla Eclair","Blackberry Tart","Lemon Tart","Apricot Croissant","Lemon Lemonade","Single Espresso",NA,NA
"318","Apple Pie","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino","Cherry Soda",NA,NA,NA
"319","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"320","Vanilla Meringue","Almond Croissant","Single Espresso",NA,NA,NA,NA,NA
"321","Apricot Tart","Chocolate Meringue","Hot Coffee",NA,NA,NA,NA,NA
"322","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"323","Cherry Tart","Lemon Tart","Apricot Danish","Hot Coffee",NA,NA,NA,NA
"324","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"325","Truffle Cake","Coffee Eclair","Apple Tart",NA,NA,NA,NA,NA
"326","Tuile Cookie","Walnut Cookie","Cherry Soda",NA,NA,NA,NA,NA
"327","Lemon Cookie","Marzipan Cookie","Apple Croissant",NA,NA,NA,NA,NA
"328","Berry Tart","Lemon Tart","Apple Croissant","Bottled Water","Hot Coffee",NA,NA,NA
"329","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"330","Lemon Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"331","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"332","Opera Cake","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"333","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"334","Opera Cake","Cherry Tart","Apricot Danish","Green Tea",NA,NA,NA,NA
"335","Casino Cake","Strawberry Cake","Vanilla Meringue","Chocolate Coffee","Vanilla Frappuccino",NA,NA,NA
"336","Marzipan Cookie","Tuile Cookie","Almond Croissant","Bottled Water",NA,NA,NA,NA
"337","Chocolate Meringue","Walnut Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"338","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"339","Apricot Tart","Lemon Tart","Raspberry Cookie","Tuile Cookie","Walnut Cookie","Apricot Danish","Orange Juice",NA
"340","Chocolate Eclair","Pecan Tart","Orange Juice",NA,NA,NA,NA,NA
"341","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"342","Pecan Tart","Tuile Cookie","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA
"343","Chocolate Eclair","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"344","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"345","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"346","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"347","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"348","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"349","Blueberry Tart","Cherry Tart","Vanilla Meringue",NA,NA,NA,NA,NA
"350","Truffle Cake","Coffee Eclair","Apricot Tart","Marzipan Cookie","Tuile Cookie","Apricot Croissant",NA,NA
"351","Chocolate Eclair","Apple Pie","Marzipan Cookie","Apple Danish",NA,NA,NA,NA
"352","Chocolate Cake","Almond Tart","Blackberry Tart",NA,NA,NA,NA,NA
"353","Gongolais Cookie","Chocolate Croissant","Apricot Danish",NA,NA,NA,NA,NA
"354","Chocolate Cake","Marzipan Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"355","Gongolais Cookie","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"356","Cheese Croissant","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"357","Apricot Croissant","Single Espresso",NA,NA,NA,NA,NA,NA
"358","Coffee Eclair","Apple Pie","Almond Twist","Orange Juice",NA,NA,NA,NA
"359","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"360","Truffle Cake","Pecan Tart","Apple Danish",NA,NA,NA,NA,NA
"361","Ganache Cookie","Cheese Croissant",NA,NA,NA,NA,NA,NA
"362","Coffee Eclair","Apple Pie","Apricot Croissant","Almond Twist","Hot Coffee","Vanilla Frappuccino",NA,NA
"363","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"364","Lemon Cake","Lemon Tart","Marzipan Cookie",NA,NA,NA,NA,NA
"365","Lemon Cake","Berry Tart","Bottled Water","Single Espresso",NA,NA,NA,NA
"366","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"367","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"368","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"369","Berry Tart","Blackberry Tart","Almond Twist","Blueberry Danish","Bottled Water","Vanilla Frappuccino",NA,NA
"370","Strawberry Cake","Lemon Cookie",NA,NA,NA,NA,NA,NA
"371","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA,NA
"372","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"373","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"374","Berry Tart","Bottled Water","Single Espresso",NA,NA,NA,NA,NA
"375","Blueberry Tart","Apricot Croissant","Hot Coffee","Single Espresso",NA,NA,NA,NA
"376","Blueberry Danish","Cherry Soda",NA,NA,NA,NA,NA,NA
"377","Opera Cake","Chocolate Tart","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"378","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"379","Lemon Cake","Almond Tart","Lemon Tart","Ganache Cookie","Chocolate Croissant","Apple Danish","Cherry Soda",NA
"380","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"381","Strawberry Cake","Lemon Cookie","Single Espresso",NA,NA,NA,NA,NA
"382","Casino Cake","Chocolate Meringue","Almond Twist",NA,NA,NA,NA,NA
"383","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"384","Lemon Cake","Truffle Cake","Coffee Eclair","Almond Tart","Gongolais Cookie","Lemon Cookie","Single Espresso",NA
"385","Strawberry Cake","Apple Pie","Ganache Cookie","Apple Croissant",NA,NA,NA,NA
"386","Apple Tart","Almond Croissant","Almond Twist","Orange Juice",NA,NA,NA,NA
"387","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"388","Cheese Croissant","Orange Juice","Chocolate Coffee",NA,NA,NA,NA,NA
"389","Ganache Cookie","Apple Croissant","Orange Juice",NA,NA,NA,NA,NA
"390","Chocolate Eclair","Blueberry Tart",NA,NA,NA,NA,NA,NA
"391","Lemon Cake","Truffle Cake","Chocolate Tart","Lemon Tart","Chocolate Croissant",NA,NA,NA
"392","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"393","Chocolate Meringue","Vanilla Meringue","Walnut Cookie",NA,NA,NA,NA,NA
"394","Berry Tart","Hot Coffee","Single Espresso",NA,NA,NA,NA,NA
"395","Casino Cake","Coffee Eclair","Cherry Tart","Gongolais Cookie","Apricot Croissant",NA,NA,NA
"396","Chocolate Cake","Blackberry Tart","Apricot Danish","Almond Bear Claw","Vanilla Frappuccino",NA,NA,NA
"397","Chocolate Tart","Lemon Tart","Tuile Cookie","Walnut Cookie","Vanilla Frappuccino","Single Espresso",NA,NA
"398","Walnut Cookie",NA,NA,NA,NA,NA,NA,NA
"399","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"400","Opera Cake","Cherry Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA
"401","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"402","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"403","Lemon Cake","Cherry Tart","Lemon Tart",NA,NA,NA,NA,NA
"404","Raspberry Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"405","Opera Cake","Coffee Eclair","Tuile Cookie",NA,NA,NA,NA,NA
"406","Berry Tart","Cherry Soda",NA,NA,NA,NA,NA,NA
"407","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"408","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"409","Blackberry Tart","Tuile Cookie","Apricot Danish","Almond Bear Claw","Orange Juice",NA,NA,NA
"410","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"411","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"412","Vanilla Eclair","Apple Tart","Chocolate Tart",NA,NA,NA,NA,NA
"413","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"414","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"415","Coffee Eclair","Cherry Tart","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA
"416","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"417","Opera Cake","Coffee Eclair","Apricot Tart","Cherry Tart","Cheese Croissant","Apricot Danish","Hot Coffee",NA
"418","Opera Cake","Apple Tart","Marzipan Cookie","Apricot Danish",NA,NA,NA,NA
"419","Raspberry Cookie","Cherry Soda",NA,NA,NA,NA,NA,NA
"420","Strawberry Cake","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA,NA
"421","Lemon Cookie","Orange Juice","Chocolate Coffee",NA,NA,NA,NA,NA
"422","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"423","Casino Cake","Vanilla Eclair","Apple Pie","Walnut Cookie","Cheese Croissant","Almond Bear Claw",NA,NA
"424","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"425","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"426","Apple Croissant","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA
"427","Vanilla Eclair","Berry Tart","Almond Twist","Bottled Water",NA,NA,NA,NA
"428","Apple Tart","Berry Tart","Apricot Croissant","Cheese Croissant","Almond Twist","Blueberry Danish","Green Tea","Vanilla Frappuccino"
"429","Marzipan Cookie","Apricot Croissant","Apricot Danish","Orange Juice","Chocolate Coffee","Vanilla Frappuccino",NA,NA
"430","Opera Cake","Napoleon Cake","Apricot Croissant","Chocolate Croissant",NA,NA,NA,NA
"431","Walnut Cookie",NA,NA,NA,NA,NA,NA,NA
"432","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"433","Lemon Cake","Apple Tart","Lemon Tart","Chocolate Croissant",NA,NA,NA,NA
"434","Ganache Cookie","Orange Juice",NA,NA,NA,NA,NA,NA
"435","Coffee Eclair","Lemon Cookie","Walnut Cookie","Lemon Lemonade",NA,NA,NA,NA
"436","Ganache Cookie","Chocolate Meringue","Marzipan Cookie","Hot Coffee",NA,NA,NA,NA
"437","Coffee Eclair","Blackberry Tart","Apricot Danish","Single Espresso",NA,NA,NA,NA
"438","Lemon Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"439","Opera Cake","Cherry Tart","Apricot Croissant","Apricot Danish",NA,NA,NA,NA
"440","Ganache Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"441","Coffee Eclair","Apple Tart","Apricot Tart","Lemon Cookie","Walnut Cookie","Cheese Croissant","Orange Juice","Cherry Soda"
"442","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"443","Lemon Cake","Apricot Tart","Lemon Tart","Ganache Cookie","Vanilla Meringue","Cherry Soda",NA,NA
"444","Lemon Tart","Cheese Croissant",NA,NA,NA,NA,NA,NA
"445","Truffle Cake","Vanilla Eclair","Gongolais Cookie",NA,NA,NA,NA,NA
"446","Coffee Eclair","Apple Pie","Apple Croissant","Almond Twist","Hot Coffee",NA,NA,NA
"447","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"448","Opera Cake","Cherry Tart","Apricot Danish","Apple Danish",NA,NA,NA,NA
"449","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"450","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"451","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"452","Apple Tart","Gongolais Cookie","Chocolate Meringue","Raspberry Lemonade","Single Espresso",NA,NA,NA
"453","Lemon Tart","Gongolais Cookie","Cheese Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA
"454","Casino Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"455","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"456","Napoleon Cake","Berry Tart","Blueberry Tart","Almond Twist","Blueberry Danish","Single Espresso",NA,NA
"457","Lemon Cake","Pecan Tart","Raspberry Lemonade",NA,NA,NA,NA,NA
"458","Casino Cake","Green Tea","Single Espresso",NA,NA,NA,NA,NA
"459","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"460","Apple Pie","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"461","Strawberry Cake","Napoleon Cake","Blueberry Tart","Gongolais Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA
"462","Apple Tart","Apple Croissant","Single Espresso",NA,NA,NA,NA,NA
"463","Lemon Cake","Strawberry Cake","Apricot Croissant","Almond Bear Claw",NA,NA,NA,NA
"464","Apricot Tart","Vanilla Meringue","Blueberry Danish",NA,NA,NA,NA,NA
"465","Apple Pie","Ganache Cookie","Marzipan Cookie","Tuile Cookie","Chocolate Croissant","Single Espresso",NA,NA
"466","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"467","Opera Cake","Napoleon Cake","Cherry Tart","Ganache Cookie","Apricot Danish","Raspberry Lemonade","Orange Juice",NA
"468","Coffee Eclair","Blackberry Tart",NA,NA,NA,NA,NA,NA
"469","Opera Cake","Blueberry Tart","Cherry Tart","Raspberry Lemonade","Orange Juice","Green Tea",NA,NA
"470","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"471","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"472","Opera Cake","Chocolate Croissant","Hot Coffee",NA,NA,NA,NA,NA
"473","Strawberry Cake","Chocolate Eclair","Napoleon Cake","Almond Tart","Apple Tart",NA,NA,NA
"474","Apple Tart","Chocolate Tart","Apple Danish",NA,NA,NA,NA,NA
"475","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"476","Blueberry Danish","Cherry Soda",NA,NA,NA,NA,NA,NA
"477","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"478","Opera Cake","Apricot Danish","Blueberry Danish","Lemon Lemonade","Green Tea","Chocolate Coffee","Single Espresso",NA
"479","Marzipan Cookie",NA,NA,NA,NA,NA,NA,NA
"480","Casino Cake","Truffle Cake","Marzipan Cookie","Apple Croissant","Orange Juice",NA,NA,NA
"481","Blueberry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"482","Coffee Eclair","Apricot Tart","Blackberry Tart",NA,NA,NA,NA,NA
"483","Coffee Eclair","Almond Tart","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA
"484","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"485","Vanilla Eclair","Ganache Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"486","Lemon Cake","Gongolais Cookie","Bottled Water","Cherry Soda",NA,NA,NA,NA
"487","Blackberry Tart","Pecan Tart","Ganache Cookie",NA,NA,NA,NA,NA
"488","Chocolate Tart","Vanilla Meringue","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"489","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"490","Apple Pie","Blackberry Tart","Tuile Cookie",NA,NA,NA,NA,NA
"491","Coffee Eclair","Blackberry Tart","Lemon Cookie",NA,NA,NA,NA,NA
"492","Chocolate Meringue","Green Tea",NA,NA,NA,NA,NA,NA
"493","Strawberry Cake","Raspberry Cookie",NA,NA,NA,NA,NA,NA
"494","Lemon Cookie","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"495","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"496","Coffee Eclair","Blackberry Tart","Chocolate Tart","Single Espresso",NA,NA,NA,NA
"497","Blackberry Tart","Hot Coffee",NA,NA,NA,NA,NA,NA
"498","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"499","Truffle Cake","Napoleon Cake","Lemon Tart","Gongolais Cookie",NA,NA,NA,NA
"500","Chocolate Cake","Lemon Cake","Cheese Croissant","Lemon Lemonade",NA,NA,NA,NA
"501","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"502","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"503","Truffle Cake","Pecan Tart","Walnut Cookie","Cheese Croissant",NA,NA,NA,NA
"504","Berry Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"505","Chocolate Cake","Blueberry Tart","Apple Croissant","Apricot Croissant",NA,NA,NA,NA
"506","Blueberry Tart",NA,NA,NA,NA,NA,NA,NA
"507","Opera Cake","Blueberry Tart","Gongolais Cookie","Lemon Cookie","Apricot Croissant","Lemon Lemonade","Hot Coffee","Single Espresso"
"508","Casino Cake","Apricot Croissant","Apricot Danish","Almond Bear Claw","Raspberry Lemonade",NA,NA,NA
"509","Chocolate Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"510","Blueberry Danish",NA,NA,NA,NA,NA,NA,NA
"511","Chocolate Cake","Apple Pie","Blueberry Tart",NA,NA,NA,NA,NA
"512","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"513","Almond Tart","Apricot Danish","Vanilla Frappuccino",NA,NA,NA,NA,NA
"514","Lemon Cake","Vanilla Eclair","Lemon Tart","Chocolate Meringue",NA,NA,NA,NA
"515","Apple Pie","Almond Bear Claw","Raspberry Lemonade",NA,NA,NA,NA,NA
"516","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"517","Chocolate Eclair",NA,NA,NA,NA,NA,NA,NA
"518","Casino Cake","Vanilla Eclair","Cheese Croissant",NA,NA,NA,NA,NA
"519","Lemon Cake","Apricot Tart","Almond Twist","Raspberry Lemonade",NA,NA,NA,NA
"520","Strawberry Cake","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"521","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"522","Strawberry Cake","Napoleon Cake","Raspberry Cookie","Almond Croissant",NA,NA,NA,NA
"523","Blackberry Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"524","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"525","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"526","Berry Tart","Lemon Tart","Raspberry Cookie","Lemon Cookie","Blueberry Danish","Bottled Water","Chocolate Coffee",NA
"527","Strawberry Cake","Napoleon Cake","Blackberry Tart",NA,NA,NA,NA,NA
"528","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"529","Truffle Cake","Vanilla Eclair","Napoleon Cake","Blueberry Tart","Orange Juice","Vanilla Frappuccino","Cherry Soda",NA
"530","Apricot Tart","Walnut Cookie","Bottled Water","Cherry Soda",NA,NA,NA,NA
"531","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"532","Opera Cake","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"533","Apricot Tart","Almond Twist","Raspberry Lemonade",NA,NA,NA,NA,NA
"534","Chocolate Cake","Ganache Cookie","Single Espresso",NA,NA,NA,NA,NA
"535","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"536","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"537","Chocolate Cake","Truffle Cake","Almond Tart",NA,NA,NA,NA,NA
"538","Strawberry Cake","Chocolate Eclair","Lemon Tart",NA,NA,NA,NA,NA
"539","Opera Cake","Strawberry Cake","Napoleon Cake","Berry Tart","Blueberry Danish",NA,NA,NA
"540","Coffee Eclair","Almond Tart","Cherry Soda",NA,NA,NA,NA,NA
"541","Almond Croissant","Cheese Croissant",NA,NA,NA,NA,NA,NA
"542","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"543","Pecan Tart","Orange Juice",NA,NA,NA,NA,NA,NA
"544","Apple Tart","Walnut Cookie","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"545","Opera Cake","Lemon Cookie","Vanilla Meringue","Cheese Croissant","Orange Juice","Hot Coffee",NA,NA
"546","Truffle Cake","Cheese Croissant","Cherry Soda","Single Espresso",NA,NA,NA,NA
"547","Truffle Cake","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"548","Green Tea","Bottled Water","Vanilla Frappuccino",NA,NA,NA,NA,NA
"549","Blueberry Tart","Almond Croissant","Apricot Croissant","Blueberry Danish","Raspberry Lemonade","Hot Coffee",NA,NA
"550","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"551","Coffee Eclair","Blackberry Tart","Apricot Danish",NA,NA,NA,NA,NA
"552","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"553","Blackberry Tart","Blueberry Danish",NA,NA,NA,NA,NA,NA
"554","Blueberry Tart","Pecan Tart","Marzipan Cookie","Tuile Cookie","Cheese Croissant",NA,NA,NA
"555","Apricot Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"556","Chocolate Cake","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"557","Blueberry Tart","Lemon Cookie","Apricot Croissant","Apple Danish","Vanilla Frappuccino",NA,NA,NA
"558","Lemon Cake","Ganache Cookie",NA,NA,NA,NA,NA,NA
"559","Vanilla Eclair","Blueberry Tart","Vanilla Meringue","Marzipan Cookie","Apple Croissant","Apricot Croissant",NA,NA
"560","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA,NA
"561","Chocolate Cake","Coffee Eclair","Napoleon Cake","Gongolais Cookie",NA,NA,NA,NA
"562","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"563","Cherry Tart","Blueberry Danish","Green Tea",NA,NA,NA,NA,NA
"564","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"565","Chocolate Meringue","Tuile Cookie","Almond Croissant","Hot Coffee",NA,NA,NA,NA
"566","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"567","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"568","Chocolate Cake","Vanilla Eclair","Ganache Cookie",NA,NA,NA,NA,NA
"569","Almond Tart","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"570","Chocolate Cake","Lemon Cake","Strawberry Cake","Blueberry Danish",NA,NA,NA,NA
"571","Chocolate Cake","Opera Cake","Strawberry Cake","Truffle Cake","Blueberry Tart","Pecan Tart",NA,NA
"572","Pecan Tart","Apple Croissant",NA,NA,NA,NA,NA,NA
"573","Chocolate Cake","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA
"574","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"575","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"576","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"577","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"578","Cherry Tart","Lemon Tart","Pecan Tart",NA,NA,NA,NA,NA
"579","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"580","Vanilla Meringue","Blueberry Danish",NA,NA,NA,NA,NA,NA
"581","Coffee Eclair","Almond Tart","Cherry Tart",NA,NA,NA,NA,NA
"582","Apple Pie","Marzipan Cookie","Chocolate Croissant",NA,NA,NA,NA,NA
"583","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"584","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
