"","P1","P2","P3","P4","P5","P6","P7","P8"
"302","Lemon Cake","Strawberry Cake","Napoleon Cake","Chocolate Coffee",NA,NA,NA,NA
"303","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"304","Berry Tart","Walnut Cookie","Bottled Water",NA,NA,NA,NA,NA
"305","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"306","Apple Pie","Apricot Tart","Lemon Tart","Raspberry Cookie","Apricot Danish","Almond Bear Claw","Hot Coffee",NA
"307","Casino Cake","Apricot Tart","Blackberry Tart","Almond Bear Claw",NA,NA,NA,NA
"308","Lemon Tart",NA,NA,NA,NA,NA,NA,NA
"309","Gongolais Cookie","Raspberry Cookie","Tuile Cookie","Hot Coffee",NA,NA,NA,NA
"310","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"311","Chocolate Meringue","Tuile Cookie","Almond Twist","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"312","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"313","Chocolate Tart","Ganache Cookie","Blueberry Danish",NA,NA,NA,NA,NA
"314","Opera Cake","Truffle Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"315","Pecan Tart","Walnut Cookie","Green Tea",NA,NA,NA,NA,NA
"316","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"317","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"318","Chocolate Cake","Casino Cake","Apple Croissant","Chocolate Coffee",NA,NA,NA,NA
"319","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"320","Chocolate Meringue","Tuile Cookie","Almond Croissant","Cheese Croissant",NA,NA,NA,NA
"321","Lemon Cake","Raspberry Cookie","Blueberry Danish","Raspberry Lemonade",NA,NA,NA,NA
"322","Opera Cake","Truffle Cake","Gongolais Cookie","Walnut Cookie",NA,NA,NA,NA
"323","Lemon Cake","Strawberry Cake","Truffle Cake","Blackberry Tart",NA,NA,NA,NA
"324","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"325","Strawberry Cake","Chocolate Meringue","Walnut Cookie",NA,NA,NA,NA,NA
"326","Chocolate Cake","Apricot Tart","Marzipan Cookie","Blueberry Danish","Bottled Water",NA,NA,NA
"327","Lemon Cake","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA
"328","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"329","Lemon Cake","Apple Tart","Lemon Tart","Almond Croissant",NA,NA,NA,NA
"330","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"331","Strawberry Cake","Napoleon Cake","Cheese Croissant",NA,NA,NA,NA,NA
"332","Coffee Eclair","Blackberry Tart","Chocolate Tart","Blueberry Danish","Single Espresso",NA,NA,NA
"333","Casino Cake","Vanilla Eclair","Tuile Cookie","Orange Juice",NA,NA,NA,NA
"334","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"335","Opera Cake","Truffle Cake","Cherry Tart","Chocolate Meringue","Marzipan Cookie","Apricot Danish",NA,NA
"336","Lemon Cake","Apple Tart","Cherry Soda",NA,NA,NA,NA,NA
"337","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"338","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"339","Opera Cake","Strawberry Cake","Coffee Eclair","Napoleon Cake",NA,NA,NA,NA
"340","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"341","Casino Cake","Truffle Cake","Hot Coffee","Cherry Soda",NA,NA,NA,NA
"342","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"343","Apple Pie","Lemon Cookie","Apricot Danish",NA,NA,NA,NA,NA
"344","Vanilla Eclair","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"345","Strawberry Cake","Vanilla Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"346","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"347","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"348","Cherry Tart","Apple Croissant","Apricot Danish","Chocolate Coffee",NA,NA,NA,NA
"349","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"350","Casino Cake","Strawberry Cake","Marzipan Cookie","Chocolate Croissant","Almond Twist",NA,NA,NA
"351","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"352","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"353","Coffee Eclair","Apple Pie","Almond Twist","Almond Bear Claw","Hot Coffee",NA,NA,NA
"354","Lemon Cake","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"355","Opera Cake","Cherry Tart","Vanilla Meringue","Tuile Cookie","Apricot Danish","Raspberry Lemonade","Bottled Water",NA
"356","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"357","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"358","Chocolate Cake","Opera Cake","Almond Tart","Apricot Tart","Vanilla Meringue","Tuile Cookie",NA,NA
"359","Opera Cake","Coffee Eclair","Apple Pie","Pecan Tart","Cheese Croissant","Chocolate Croissant","Almond Twist","Hot Coffee"
"360","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"361","Blackberry Tart","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"362","Vanilla Eclair","Napoleon Cake","Apricot Tart","Gongolais Cookie","Vanilla Meringue",NA,NA,NA
"363","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"364","Lemon Cake","Casino Cake","Raspberry Cookie",NA,NA,NA,NA,NA
"365","Lemon Cake","Cherry Tart","Cherry Soda",NA,NA,NA,NA,NA
"366","Casino Cake","Coffee Eclair","Blackberry Tart","Raspberry Lemonade","Single Espresso",NA,NA,NA
"367","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"368","Lemon Cake","Lemon Tart","Marzipan Cookie","Tuile Cookie","Orange Juice",NA,NA,NA
"369","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"370","Opera Cake","Apricot Tart","Apple Danish",NA,NA,NA,NA,NA
"371","Lemon Cake","Coffee Eclair","Almond Tart","Apple Danish","Chocolate Coffee",NA,NA,NA
"372","Cheese Croissant","Apricot Danish",NA,NA,NA,NA,NA,NA
"373","Truffle Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"374","Cherry Tart","Pecan Tart",NA,NA,NA,NA,NA,NA
"375","Coffee Eclair","Cheese Croissant","Orange Juice","Bottled Water",NA,NA,NA,NA
"376","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"377","Blueberry Tart","Pecan Tart","Vanilla Meringue",NA,NA,NA,NA,NA
"378","Chocolate Croissant","Hot Coffee",NA,NA,NA,NA,NA,NA
"379","Chocolate Cake","Cheese Croissant",NA,NA,NA,NA,NA,NA
"380","Lemon Cake","Strawberry Cake","Lemon Tart","Apple Danish",NA,NA,NA,NA
"381","Apple Pie","Vanilla Meringue","Apricot Danish","Blueberry Danish",NA,NA,NA,NA
"382","Casino Cake","Vanilla Eclair","Blueberry Tart","Blueberry Danish",NA,NA,NA,NA
"383","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"384","Chocolate Cake","Apple Pie","Chocolate Coffee",NA,NA,NA,NA,NA
"385","Truffle Cake","Coffee Eclair","Apple Pie","Cherry Tart","Chocolate Meringue","Almond Twist",NA,NA
"386","Apple Croissant","Chocolate Croissant","Orange Juice",NA,NA,NA,NA,NA
"387","Apple Tart","Marzipan Cookie","Tuile Cookie","Green Tea",NA,NA,NA,NA
"388","Apricot Tart","Apricot Danish","Apple Danish",NA,NA,NA,NA,NA
"389","Apricot Tart","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"390","Strawberry Cake","Napoleon Cake","Almond Tart","Apricot Tart","Blueberry Danish",NA,NA,NA
"391","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"392","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"393","Chocolate Cake","Truffle Cake","Apricot Tart","Gongolais Cookie","Hot Coffee",NA,NA,NA
"394","Lemon Cake","Chocolate Eclair","Raspberry Lemonade","Chocolate Coffee",NA,NA,NA,NA
"395","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA,NA
"396","Napoleon Cake","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"397","Blackberry Tart","Chocolate Tart","Lemon Lemonade","Vanilla Frappuccino","Single Espresso",NA,NA,NA
"398","Chocolate Cake","Blueberry Tart","Almond Bear Claw","Cherry Soda",NA,NA,NA,NA
"399","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"400","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"401","Chocolate Cake","Casino Cake","Apricot Tart","Cheese Croissant","Chocolate Coffee",NA,NA,NA
"402","Strawberry Cake","Napoleon Cake","Lemon Tart",NA,NA,NA,NA,NA
"403","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"404","Blueberry Tart","Pecan Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"405","Napoleon Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"406","Apple Pie","Apple Tart","Chocolate Tart","Bottled Water",NA,NA,NA,NA
"407","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"408","Chocolate Cake","Coffee Eclair","Blackberry Tart","Cherry Soda",NA,NA,NA,NA
"409","Truffle Cake","Gongolais Cookie","Almond Croissant",NA,NA,NA,NA,NA
"410","Chocolate Tart",NA,NA,NA,NA,NA,NA,NA
"411","Coffee Eclair","Almond Tart","Blackberry Tart","Lemon Lemonade","Cherry Soda",NA,NA,NA
"412","Apple Tart","Chocolate Meringue","Apple Croissant","Apple Danish",NA,NA,NA,NA
"413","Berry Tart","Apricot Croissant","Bottled Water",NA,NA,NA,NA,NA
"414","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"415","Lemon Cake","Lemon Lemonade","Bottled Water",NA,NA,NA,NA,NA
"416","Casino Cake","Chocolate Tart","Vanilla Meringue","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"417","Chocolate Coffee","Cherry Soda",NA,NA,NA,NA,NA,NA
"418","Lemon Cake","Casino Cake","Truffle Cake","Blueberry Tart","Lemon Tart","Walnut Cookie",NA,NA
"419","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"420","Chocolate Tart","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"421","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"422","Pecan Tart","Ganache Cookie","Almond Croissant","Vanilla Frappuccino",NA,NA,NA,NA
"423","Casino Cake","Apricot Tart","Berry Tart","Chocolate Tart","Raspberry Cookie","Bottled Water","Hot Coffee","Chocolate Coffee"
"424","Chocolate Cake","Almond Tart",NA,NA,NA,NA,NA,NA
"425","Chocolate Cake","Opera Cake","Apple Danish",NA,NA,NA,NA,NA
"426","Opera Cake","Strawberry Cake","Raspberry Cookie","Lemon Cookie",NA,NA,NA,NA
"427","Chocolate Cake","Berry Tart","Cherry Tart","Apricot Croissant","Bottled Water","Hot Coffee",NA,NA
"428","Truffle Cake","Cherry Soda",NA,NA,NA,NA,NA,NA
"429","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"430","Lemon Cake","Berry Tart","Ganache Cookie","Chocolate Meringue","Vanilla Meringue","Blueberry Danish","Chocolate Coffee",NA
"431","Chocolate Cake","Opera Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"432","Lemon Cake","Lemon Tart","Cheese Croissant",NA,NA,NA,NA,NA
"433","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"434","Coffee Eclair","Vanilla Eclair","Apple Croissant","Apricot Danish","Orange Juice",NA,NA,NA
"435","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"436","Truffle Cake","Vanilla Eclair","Napoleon Cake","Gongolais Cookie","Raspberry Cookie","Almond Croissant",NA,NA
"437","Lemon Cake",NA,NA,NA,NA,NA,NA,NA
"438","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"439","Strawberry Cake","Marzipan Cookie","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"440","Coffee Eclair","Almond Croissant",NA,NA,NA,NA,NA,NA
"441","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"442","Apple Pie","Apple Croissant","Lemon Lemonade","Orange Juice",NA,NA,NA,NA
"443","Lemon Tart","Green Tea",NA,NA,NA,NA,NA,NA
"444","Lemon Cake","Truffle Cake","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"445","Casino Cake","Strawberry Cake","Apple Tart","Walnut Cookie","Almond Croissant","Orange Juice","Chocolate Coffee","Vanilla Frappuccino"
"446","Casino Cake","Cherry Tart","Pecan Tart","Walnut Cookie","Almond Bear Claw","Blueberry Danish","Lemon Lemonade","Raspberry Lemonade"
"447","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"448","Chocolate Eclair","Coffee Eclair","Blackberry Tart","Almond Croissant","Chocolate Coffee","Single Espresso",NA,NA
"449","Almond Tart","Tuile Cookie","Almond Croissant","Blueberry Danish","Green Tea","Bottled Water","Chocolate Coffee",NA
"450","Strawberry Cake","Raspberry Cookie","Marzipan Cookie","Tuile Cookie","Hot Coffee",NA,NA,NA
"451","Cheese Croissant","Almond Bear Claw","Hot Coffee",NA,NA,NA,NA,NA
"452","Berry Tart","Tuile Cookie","Bottled Water",NA,NA,NA,NA,NA
"453","Truffle Cake","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"454","Chocolate Cake",NA,NA,NA,NA,NA,NA,NA
"455","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"456","Chocolate Eclair","Cherry Tart","Walnut Cookie","Chocolate Coffee",NA,NA,NA,NA
"457","Truffle Cake","Pecan Tart","Cheese Croissant",NA,NA,NA,NA,NA
"458","Coffee Eclair","Pecan Tart","Ganache Cookie","Marzipan Cookie","Tuile Cookie","Blueberry Danish","Cherry Soda",NA
"459","Coffee Eclair","Blackberry Tart","Chocolate Meringue","Single Espresso",NA,NA,NA,NA
"460","Chocolate Meringue",NA,NA,NA,NA,NA,NA,NA
"461","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"462","Truffle Cake","Vanilla Eclair",NA,NA,NA,NA,NA,NA
"463","Casino Cake","Marzipan Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"464","Coffee Eclair","Blackberry Tart","Raspberry Lemonade","Green Tea","Single Espresso",NA,NA,NA
"465","Truffle Cake","Coffee Eclair","Almond Tart","Apple Tart","Tuile Cookie",NA,NA,NA
"466","Strawberry Cake","Truffle Cake","Lemon Tart","Gongolais Cookie","Apricot Croissant","Single Espresso",NA,NA
"467","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"468","Truffle Cake","Apple Tart","Almond Bear Claw","Single Espresso",NA,NA,NA,NA
"469","Strawberry Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"470","Raspberry Cookie",NA,NA,NA,NA,NA,NA,NA
"471","Ganache Cookie","Almond Twist","Cherry Soda",NA,NA,NA,NA,NA
"472","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"473","Chocolate Cake","Casino Cake","Apple Tart","Blueberry Tart","Apricot Croissant","Hot Coffee","Vanilla Frappuccino",NA
"474","Berry Tart","Marzipan Cookie","Bottled Water",NA,NA,NA,NA,NA
"475","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"476","Raspberry Cookie","Blueberry Danish","Chocolate Coffee",NA,NA,NA,NA,NA
"477","Cherry Tart","Lemon Tart","Apricot Danish","Almond Bear Claw","Raspberry Lemonade",NA,NA,NA
"478","Chocolate Tart","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"479","Lemon Cake","Vanilla Eclair","Chocolate Meringue","Cheese Croissant","Cherry Soda",NA,NA,NA
"480","Strawberry Cake","Lemon Cookie","Hot Coffee",NA,NA,NA,NA,NA
"481","Gongolais Cookie","Lemon Cookie","Almond Twist","Orange Juice",NA,NA,NA,NA
"482","Almond Croissant","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"483","Chocolate Tart","Pecan Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"484","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"485","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"486","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"487","Lemon Cake","Chocolate Eclair","Blueberry Tart","Lemon Tart","Apple Danish",NA,NA,NA
"488","Almond Twist",NA,NA,NA,NA,NA,NA,NA
"489","Lemon Cake","Blueberry Tart","Cherry Tart","Chocolate Meringue","Apple Croissant","Raspberry Lemonade","Hot Coffee",NA
"490","Lemon Cake","Apple Tart","Chocolate Tart","Lemon Tart",NA,NA,NA,NA
"491","Apple Pie","Apricot Tart",NA,NA,NA,NA,NA,NA
"492","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"493","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"494","Chocolate Tart","Cherry Tart","Walnut Cookie","Hot Coffee",NA,NA,NA,NA
"495","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"496","Coffee Eclair","Apple Tart","Blackberry Tart","Pecan Tart","Walnut Cookie","Orange Juice","Bottled Water",NA
"497","Gongolais Cookie","Apricot Croissant","Blueberry Danish","Bottled Water",NA,NA,NA,NA
"498","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"499","Chocolate Eclair","Apple Pie","Berry Tart",NA,NA,NA,NA,NA
"500","Blueberry Tart","Ganache Cookie","Vanilla Meringue","Apricot Danish","Vanilla Frappuccino","Cherry Soda",NA,NA
"501","Cheese Croissant","Apricot Danish","Orange Juice",NA,NA,NA,NA,NA
"502","Lemon Cake","Napoleon Cake","Lemon Tart","Almond Twist","Bottled Water","Vanilla Frappuccino",NA,NA
"503","Walnut Cookie","Almond Bear Claw","Single Espresso",NA,NA,NA,NA,NA
"504","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"505","Lemon Cake","Vanilla Eclair","Lemon Tart","Almond Bear Claw",NA,NA,NA,NA
"506","Pecan Tart","Blueberry Danish",NA,NA,NA,NA,NA,NA
"507","Coffee Eclair","Blackberry Tart","Blueberry Tart",NA,NA,NA,NA,NA
"508","Lemon Cake","Coffee Eclair","Napoleon Cake","Pecan Tart","Gongolais Cookie","Almond Croissant","Apple Danish","Chocolate Coffee"
"509","Strawberry Cake","Truffle Cake","Vanilla Meringue",NA,NA,NA,NA,NA
"510","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"511","Berry Tart","Almond Twist",NA,NA,NA,NA,NA,NA
"512","Marzipan Cookie","Tuile Cookie","Apple Danish",NA,NA,NA,NA,NA
"513","Blueberry Tart","Ganache Cookie","Apricot Croissant","Chocolate Croissant","Cherry Soda",NA,NA,NA
"514","Chocolate Meringue","Green Tea",NA,NA,NA,NA,NA,NA
"515","Casino Cake","Almond Tart","Cherry Soda",NA,NA,NA,NA,NA
"516","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"517","Truffle Cake","Gongolais Cookie","Lemon Cookie","Chocolate Coffee",NA,NA,NA,NA
"518","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"519","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"520","Chocolate Cake","Apricot Croissant",NA,NA,NA,NA,NA,NA
"521","Truffle Cake","Gongolais Cookie","Raspberry Lemonade",NA,NA,NA,NA,NA
"522","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"523","Casino Cake","Vanilla Eclair","Green Tea",NA,NA,NA,NA,NA
"524","Lemon Tart","Apple Danish",NA,NA,NA,NA,NA,NA
"525","Raspberry Cookie","Apricot Croissant","Green Tea",NA,NA,NA,NA,NA
"526","Apple Danish",NA,NA,NA,NA,NA,NA,NA
"527","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"528","Lemon Cake","Apple Pie","Apple Danish",NA,NA,NA,NA,NA
"529","Lemon Cake","Casino Cake","Truffle Cake",NA,NA,NA,NA,NA
"530","Chocolate Tart","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"531","Lemon Cake","Strawberry Cake","Napoleon Cake","Single Espresso",NA,NA,NA,NA
"532","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"533","Opera Cake","Coffee Eclair","Vanilla Meringue","Chocolate Croissant",NA,NA,NA,NA
"534","Apple Tart","Lemon Cookie","Almond Croissant","Apple Danish",NA,NA,NA,NA
"535","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"536","Chocolate Cake","Lemon Cake","Truffle Cake",NA,NA,NA,NA,NA
"537","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"538","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"539","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"540","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"541","Chocolate Meringue","Apricot Croissant","Almond Bear Claw",NA,NA,NA,NA,NA
"542","Napoleon Cake","Walnut Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"543","Blackberry Tart","Lemon Tart",NA,NA,NA,NA,NA,NA
"544","Apricot Tart","Berry Tart","Lemon Tart","Bottled Water","Chocolate Coffee","Vanilla Frappuccino",NA,NA
"545","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"546","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"547","Lemon Cake","Cherry Tart","Lemon Tart","Almond Croissant","Lemon Lemonade","Hot Coffee",NA,NA
"548","Lemon Cake","Cherry Tart","Apple Danish","Almond Twist","Single Espresso",NA,NA,NA
"549","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"550","Chocolate Cake","Cherry Tart","Vanilla Meringue","Apple Croissant",NA,NA,NA,NA
"551","Strawberry Cake","Coffee Eclair","Vanilla Eclair","Apricot Tart",NA,NA,NA,NA
"552","Almond Croissant","Cheese Croissant","Almond Bear Claw","Orange Juice","Single Espresso",NA,NA,NA
"553","Chocolate Cake","Chocolate Eclair","Apple Pie","Ganache Cookie","Vanilla Meringue","Apple Danish",NA,NA
"554","Chocolate Cake","Casino Cake","Raspberry Cookie","Cheese Croissant","Chocolate Coffee",NA,NA,NA
"555","Apple Croissant","Apple Danish","Almond Twist","Cherry Soda",NA,NA,NA,NA
"556","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"557","Chocolate Cake","Lemon Tart","Walnut Cookie",NA,NA,NA,NA,NA
"558","Blueberry Tart","Lemon Tart","Apple Croissant","Apricot Croissant","Blueberry Danish","Hot Coffee",NA,NA
"559","Apricot Tart","Gongolais Cookie","Almond Croissant","Apricot Danish",NA,NA,NA,NA
"560","Opera Cake","Cherry Tart","Apricot Danish","Apple Danish","Hot Coffee",NA,NA,NA
"561","Coffee Eclair","Apple Tart","Lemon Tart","Chocolate Meringue","Apple Croissant","Apricot Danish","Apple Danish",NA
"562","Marzipan Cookie","Almond Twist","Blueberry Danish","Lemon Lemonade","Bottled Water",NA,NA,NA
"563","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"564","Truffle Cake","Almond Tart","Lemon Cookie","Chocolate Meringue","Tuile Cookie","Chocolate Coffee",NA,NA
"565","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"566","Blackberry Tart","Ganache Cookie",NA,NA,NA,NA,NA,NA
"567","Strawberry Cake","Napoleon Cake","Apricot Danish","Single Espresso",NA,NA,NA,NA
"568","Blackberry Tart","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"569","Opera Cake","Cherry Tart","Raspberry Cookie","Apricot Danish","Single Espresso",NA,NA,NA
"570","Casino Cake","Blueberry Tart","Almond Bear Claw",NA,NA,NA,NA,NA
"571","Almond Bear Claw",NA,NA,NA,NA,NA,NA,NA
"572","Apple Pie","Apricot Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"573","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"574","Coffee Eclair","Apple Tart","Blackberry Tart","Lemon Lemonade",NA,NA,NA,NA
"575","Marzipan Cookie","Apple Croissant",NA,NA,NA,NA,NA,NA
"576","Truffle Cake","Tuile Cookie",NA,NA,NA,NA,NA,NA
"577","Blackberry Tart","Pecan Tart","Orange Juice",NA,NA,NA,NA,NA
"578","Chocolate Tart","Cherry Tart","Lemon Tart","Ganache Cookie","Walnut Cookie","Apple Croissant","Apple Danish","Vanilla Frappuccino"
"579","Lemon Cake","Orange Juice","Chocolate Coffee",NA,NA,NA,NA,NA
"580","Lemon Cake","Chocolate Tart","Apple Croissant",NA,NA,NA,NA,NA
"581","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"582","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"583","Blueberry Tart","Chocolate Meringue","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"584","Truffle Cake","Gongolais Cookie","Green Tea",NA,NA,NA,NA,NA
"585","Truffle Cake","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA
"586","Lemon Cookie","Marzipan Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
